Дата,UserID,Продукт,Количество,Цена
2024-04-08,238,Ноутбук,3,43133.48
2023-11-30,389,Часы,5,41140.92
2023-08-21,282,Ноутбук,3,9657.04
2024-05-19,806,Ноутбук,3,18149.12
2024-04-06,340,Планшет,3,2267.78
2024-03-10,996,Телефон,1,43737.64
2024-05-18,720,Телефон,5,27750.32
2023-07-31,1000,Часы,2,46719.8
2023-11-01,459,Ноутбук,2,5237.07
2023-11-25,910,Планшет,3,38324.26
2024-03-24,996,Ноутбук,5,11343.08
2023-09-04,681,Телефон,5,5244.87
2023-11-17,397,Планшет,5,42413.44
2024-03-16,21,Ноутбук,5,25348.5
2024-04-10,796,Часы,3,44628.01
2023-10-28,996,Часы,1,40689.02
2023-08-22,193,Ноутбук,5,21871.56
2024-06-15,406,Ноутбук,5,19331.75
2024-03-28,356,Ноутбук,3,25427.56
2023-08-13,212,Наушники,1,45011.94
2023-09-01,766,Часы,4,6915.52
2024-01-13,174,Планшет,2,37537.02
2023-12-30,86,Наушники,2,23110.1
2023-10-01,413,Ноутбук,3,3113.29
2024-01-04,188,Телефон,5,16645.37
2024-07-09,717,Часы,4,46315.03
2024-05-25,984,Наушники,4,20805.19
2023-10-24,595,Часы,2,49245.88
2023-09-17,872,Наушники,5,21255.06
2023-08-12,262,Телефон,2,32429.03
2024-05-22,529,Часы,3,19179.29
2023-07-25,773,Часы,1,37258.96
2024-06-13,785,Ноутбук,5,18848.39
2023-12-12,856,Телефон,2,4503.4
2024-03-02,822,Планшет,4,31643.38
2024-02-14,706,Часы,4,13832.54
2023-11-23,92,Наушники,4,23815.37
2023-08-20,187,Телефон,2,22735.14
2024-02-13,118,Планшет,4,19371.65
2023-11-19,51,Ноутбук,3,43170.92
2023-08-07,411,Телефон,4,22719.05
2024-06-19,495,Ноутбук,5,12637.31
2024-07-13,830,Наушники,2,14388.04
2024-02-01,405,Часы,3,8283.99
2023-09-10,878,Наушники,2,1628.24
2023-12-19,101,Телефон,1,41625.91
2024-01-15,338,Планшет,2,19084.46
2023-12-31,332,Ноутбук,1,39221.68
2023-09-10,28,Планшет,2,24612.68
2023-11-14,461,Часы,2,13056.85
2023-08-25,785,Телефон,1,46554.32
2024-01-11,71,Телефон,5,35801.17
2023-11-30,848,Телефон,4,1807.78
2024-06-02,158,Ноутбук,5,14442.93
2024-06-06,722,Телефон,5,44794.22
2024-07-19,600,Планшет,5,37198.5
2023-11-12,927,Часы,5,9852.54
2024-04-17,399,Телефон,5,42061.84
2024-01-28,869,Телефон,4,10180.08
2024-03-13,588,Ноутбук,2,40233.74
2023-11-20,493,Ноутбук,3,40187.29
2024-04-01,668,Наушники,5,4835.54
2024-04-03,593,Наушники,5,25469.06
2023-11-01,630,Ноутбук,1,2975.78
2024-05-29,84,Наушники,4,44107.79
2024-03-01,751,Наушники,4,42248.54
2024-03-25,711,Планшет,3,35379.78
2024-07-01,974,Телефон,5,41904.35
2023-12-04,96,Планшет,4,41297.95
2024-06-23,947,Часы,5,28306.98
2023-08-24,21,Планшет,3,8618.09
2023-07-27,819,Наушники,1,31391.06
2023-08-14,131,Часы,4,2759.56
2023-08-08,463,Телефон,5,48037.42
2024-06-27,235,Планшет,3,14189.01
2023-08-12,109,Наушники,2,18506.9
2024-03-18,113,Ноутбук,2,1382.3
2024-07-14,954,Телефон,3,47364.97
2023-12-26,657,Часы,4,24808.14
2024-05-03,354,Планшет,5,32265.64
2024-04-03,961,Часы,5,38214.25
2023-12-21,318,Ноутбук,4,17095.78
2024-04-25,683,Часы,1,26540.08
2024-06-15,654,Планшет,5,27922.48
2024-05-12,119,Планшет,2,33382.78
2024-03-16,974,Планшет,5,1479.13
2024-04-23,560,Часы,2,25873.32
2023-10-05,233,Наушники,3,38537.65
2023-09-06,108,Телефон,3,33094.84
2024-06-09,496,Ноутбук,3,26319.25
2023-11-06,147,Ноутбук,3,27123.28
2024-01-26,830,Телефон,5,17689.88
2024-06-22,884,Телефон,5,26628.69
2023-09-17,52,Наушники,3,5375.01
2023-08-09,915,Ноутбук,3,38469.97
2023-12-25,995,Ноутбук,5,34543.83
2023-08-22,630,Ноутбук,5,17657.53
2023-11-14,199,Планшет,5,32104.91
2024-03-28,248,Планшет,4,31845.98
2024-05-04,96,Планшет,2,31549.42
2023-10-20,682,Ноутбук,4,1530.83
2024-01-10,409,Часы,4,17280.13
2024-06-07,161,Планшет,3,27454.7
2023-08-29,227,Телефон,4,45283.55
2024-06-08,569,Часы,5,2695.58
2023-12-17,117,Планшет,4,15877.71
2023-11-02,780,Часы,3,22578.85
2024-03-21,582,Часы,2,30247.88
2024-05-17,779,Планшет,4,29592.54
2023-08-19,156,Часы,2,40498.33
2023-11-13,541,Телефон,5,44928.72
2024-03-20,487,Наушники,3,24455.21
2023-10-27,248,Ноутбук,5,34467.99
2023-10-12,650,Ноутбук,2,11526.4
2023-10-12,349,Планшет,2,49996.58
2023-11-17,847,Телефон,5,45221.31
2024-03-20,278,Наушники,4,23208.57
2024-06-05,405,Ноутбук,5,34066.9
2023-08-29,788,Планшет,2,11069.76
2023-11-20,159,Часы,3,10303.23
2023-08-02,873,Ноутбук,5,35800.52
2023-09-25,925,Ноутбук,2,25740.13
2024-03-31,709,Часы,1,15469.83
2023-12-21,693,Ноутбук,3,35024.92
2023-12-31,799,Планшет,4,6135.71
2023-10-10,449,Наушники,1,20438.97
2024-05-19,397,Часы,3,42159.89
2024-06-05,423,Планшет,3,24339.91
2023-12-27,369,Наушники,4,37927.76
2024-06-29,630,Наушники,5,27892.66
2023-11-28,955,Ноутбук,3,27731.28
2023-10-11,73,Ноутбук,1,18173.2
2024-07-20,621,Ноутбук,4,10930.98
2024-02-09,728,Планшет,4,12104.88
2023-11-10,411,Наушники,4,15953.33
2023-12-24,569,Телефон,5,26619.34
2024-06-25,596,Планшет,2,39535.88
2023-10-18,850,Часы,2,47718.77
2024-06-09,259,Ноутбук,4,35478.52
2024-01-22,387,Ноутбук,4,3705.54
2024-04-03,4,Наушники,2,49353.03
2024-03-17,603,Планшет,1,26797.53
2023-11-05,813,Ноутбук,5,23456.94
2024-05-03,264,Телефон,2,17887.47
2024-07-11,978,Планшет,4,6645.11
2024-04-24,260,Наушники,1,11752.4
2023-08-15,97,Планшет,3,26597.29
2023-10-28,433,Планшет,5,22933.46
2024-02-14,356,Телефон,1,7077.87
2023-08-21,801,Ноутбук,3,5890.47
2023-09-24,668,Ноутбук,1,27578.3
2024-03-27,487,Ноутбук,2,15739.28
2024-05-05,771,Наушники,2,17317.49
2024-02-17,862,Часы,5,43752.89
2024-06-12,840,Часы,5,7734.98
2024-05-26,317,Планшет,2,48473.21
2023-12-17,784,Часы,1,3151.85
2024-03-16,834,Ноутбук,2,23048.6
2023-12-19,110,Планшет,3,29913.75
2024-05-04,903,Телефон,4,26441.89
2024-01-26,163,Ноутбук,1,41657.83
2023-11-02,757,Телефон,2,28227.12
2024-01-15,457,Наушники,3,33749.6
2024-04-25,752,Телефон,5,4640.66
2024-07-11,38,Наушники,4,41644.35
2024-07-07,285,Планшет,4,16179.8
2024-01-25,761,Ноутбук,5,5772.9
2024-03-24,191,Планшет,4,11264.47
2023-08-05,946,Планшет,1,38668.79
2023-10-29,889,Часы,2,30342.99
2023-11-14,134,Ноутбук,4,45154.09
2023-10-07,445,Телефон,5,24238.6
2023-10-22,136,Наушники,5,24899.01
2024-03-22,86,Планшет,3,32303.32
2024-03-09,107,Часы,1,27609.22
2024-03-05,266,Часы,5,21927.29
2023-08-22,531,Наушники,4,17232.45
2024-03-19,574,Ноутбук,2,24923.17
2023-12-22,207,Ноутбук,4,46552.68
2023-09-21,762,Планшет,5,12769.7
2024-07-01,479,Ноутбук,1,25331.13
2024-06-11,291,Наушники,1,33273.98
2024-05-05,758,Часы,2,11967.77
2023-08-05,31,Часы,1,2674.79
2024-02-22,384,Наушники,1,49070.93
2024-05-11,545,Планшет,5,9974.3
2024-04-05,92,Часы,2,15645.02
2024-02-15,114,Ноутбук,3,1678.45
2023-12-03,771,Телефон,5,5989.62
2024-06-01,974,Часы,1,46459.45
2023-10-24,549,Часы,3,15004.48
2023-11-21,733,Наушники,1,46541.81
2023-10-12,796,Планшет,1,21266.75
2023-08-31,425,Часы,2,24197.69
2023-11-28,856,Телефон,5,17135.37
2023-08-23,118,Телефон,1,7960.65
2023-10-19,559,Часы,4,30138.58
2024-07-22,629,Ноутбук,5,46204.76
2023-08-11,544,Планшет,1,30453.29
2024-02-04,665,Телефон,5,46396.73
2023-09-25,126,Ноутбук,3,22269.65
2024-06-23,15,Планшет,1,20587.75
2024-07-16,24,Часы,3,33061.47
2024-04-18,703,Планшет,2,19982.24
2023-09-25,498,Часы,1,10651.55
2023-09-07,284,Планшет,4,42685.48
2024-01-11,199,Планшет,5,23561.08
2024-06-19,731,Ноутбук,3,5480.04
2024-07-20,137,Планшет,3,34847.61
2024-04-11,972,Часы,2,22262.47
2024-04-25,242,Наушники,2,34471.36
2024-07-07,598,Ноутбук,2,38316.07
2024-04-25,735,Ноутбук,1,6895.82
2023-10-26,547,Наушники,2,48536.2
2024-06-07,130,Телефон,5,33900.57
2023-12-02,829,Ноутбук,3,12330.04
2023-10-11,484,Наушники,3,12478.54
2023-07-24,83,Ноутбук,4,48366.53
2023-11-15,528,Ноутбук,5,6430.38
2024-03-25,945,Наушники,3,8778.94
2024-02-14,535,Телефон,3,28063.66
2023-12-21,449,Планшет,4,5447.33
2023-12-11,299,Часы,4,2410.59
2023-12-19,710,Часы,2,16123.85
2023-09-17,265,Планшет,5,19523.74
2023-10-09,926,Телефон,2,43627.72
2024-01-03,645,Планшет,4,26730.82
2024-03-26,909,Планшет,5,26845.72
2024-01-01,251,Наушники,1,18311.36
2023-12-24,512,Наушники,3,34906.9
2024-03-19,929,Ноутбук,5,33219.58
2024-01-15,766,Телефон,4,43957.81
2024-07-09,349,Ноутбук,5,5407.65
2024-03-15,774,Планшет,1,39118.39
2024-04-29,78,Планшет,1,48463.72
2024-03-09,113,Ноутбук,4,22755.26
2023-11-12,259,Ноутбук,5,19702.4
2023-09-22,463,Часы,5,31561.43
2024-05-31,459,Ноутбук,4,36487.14
2024-05-03,486,Ноутбук,2,10253.17
2024-07-20,262,Планшет,2,35528.21
2023-08-16,99,Ноутбук,2,20363.24
2023-07-30,649,Планшет,4,3969.61
2024-04-20,66,Планшет,1,27320.61
2024-04-27,394,Ноутбук,1,32672.18
2024-04-06,212,Ноутбук,2,14725.39
2024-06-12,547,Телефон,2,42304.14
2023-09-17,536,Планшет,5,33647.66
2024-01-30,994,Планшет,2,49804.84
2024-06-16,566,Планшет,3,40892.47
2023-11-11,865,Ноутбук,5,19981.67
2023-12-24,263,Телефон,3,28312.08
2024-04-29,793,Наушники,3,17004.47
2024-04-04,475,Телефон,1,23817.58
2023-11-24,339,Телефон,1,14463.26
2024-05-09,543,Часы,1,23353.41
2024-06-18,653,Телефон,4,14280.78
2023-08-08,474,Часы,3,7311.61
2024-07-14,602,Планшет,2,3922.88
2024-02-04,737,Планшет,4,21332.47
2023-10-17,95,Ноутбук,4,23661.1
2023-10-15,949,Телефон,2,23473.75
2023-12-23,899,Часы,1,48226.52
2024-03-30,281,Часы,2,46500.37
2024-03-18,256,Планшет,4,32201.72
2024-01-11,855,Планшет,2,31243.61
2024-05-18,154,Планшет,2,10223.57
2023-10-03,394,Ноутбук,4,16998.47
2023-11-11,277,Телефон,5,19988.37
2024-01-05,206,Часы,4,38742.13
2024-03-31,886,Планшет,4,22119.7
2023-08-15,53,Часы,1,11195.74
2024-06-07,333,Наушники,3,27031.02
2023-11-19,643,Телефон,1,41151.46
2023-09-21,366,Часы,2,49542.15
2023-10-06,568,Наушники,3,1750.14
2023-12-26,653,Телефон,4,47904.32
2024-06-21,129,Телефон,2,10230.91
2024-03-03,179,Наушники,3,48836.75
2024-06-27,856,Телефон,1,3984.17
2023-10-22,235,Ноутбук,3,22965.99
2024-02-14,665,Часы,5,25328.33
2023-08-06,835,Часы,4,1726.49
2023-08-01,85,Наушники,3,48040.68
2024-06-26,460,Наушники,1,18879.28
2024-07-13,324,Телефон,1,7312.32
2023-10-20,155,Наушники,2,10421.59
2024-05-08,332,Часы,4,27615.07
2023-09-03,913,Телефон,3,35375.48
2024-02-06,31,Телефон,4,17463.19
2024-03-23,534,Телефон,2,6105.41
2024-01-28,364,Наушники,5,13080.27
2024-01-26,423,Телефон,3,22637.8
2024-05-08,905,Планшет,5,25920.54
2023-08-24,570,Наушники,5,32634.59
2024-05-30,301,Телефон,3,41965.85
2023-11-30,353,Ноутбук,1,19026.46
2023-10-03,514,Ноутбук,1,11311.71
2024-01-15,306,Часы,4,13513.84
2023-12-12,816,Телефон,1,47275.18
2024-07-17,883,Наушники,4,5989.33
2024-02-03,122,Наушники,1,19352.04
2023-12-11,468,Телефон,3,11012.92
2024-06-27,209,Планшет,4,5161.93
2024-02-07,980,Планшет,4,36354.12
2024-07-12,618,Часы,3,6484.49
2024-04-12,834,Часы,5,46946.29
2023-10-14,824,Планшет,3,42824.23
2024-07-18,877,Ноутбук,2,38976.03
2023-10-02,454,Телефон,3,4016.77
2023-11-05,400,Телефон,1,41223.79
2024-05-22,895,Телефон,5,5388.42
2023-12-16,309,Ноутбук,5,17978.56
2024-02-27,395,Планшет,4,46941.2
2024-04-23,698,Часы,3,27924.89
2023-08-13,335,Часы,4,4818.01
2024-05-19,184,Наушники,1,20204.83
2023-11-09,999,Часы,1,15458.14
2023-11-03,199,Ноутбук,2,32003.43
2023-09-08,674,Наушники,5,3589.69
2024-05-26,904,Ноутбук,1,8604.8
2024-02-27,78,Ноутбук,2,16842.93
2023-09-18,69,Наушники,1,39370.09
2023-12-09,892,Наушники,1,35762.55
2024-05-31,8,Планшет,5,49304.62
2024-04-21,8,Наушники,5,12679.75
2024-05-25,703,Часы,4,3711.17
2024-03-06,731,Ноутбук,5,40321.12
2024-02-09,815,Часы,1,47720.77
2024-01-08,890,Часы,4,31749.6
2023-09-22,689,Ноутбук,5,44506.82
2024-05-21,667,Телефон,2,30282.96
2024-04-27,726,Наушники,2,26108.03
2023-12-03,723,Телефон,4,21202.29
2023-12-25,400,Планшет,3,45991.01
2024-04-26,178,Часы,2,11173.13
2023-09-23,110,Часы,1,17356.9
2024-02-11,930,Наушники,5,45295.35
2023-08-14,193,Часы,2,20103.49
2023-08-20,198,Часы,5,1497.49
2024-01-06,745,Ноутбук,5,31066.55
2024-01-14,91,Наушники,4,22229.17
2023-10-06,861,Планшет,4,48336.13
2023-12-23,609,Планшет,5,48826.5
2023-09-26,324,Планшет,1,43443.75
2024-03-26,522,Часы,5,13179.3
2024-05-15,102,Ноутбук,2,31286.73
2023-09-11,594,Телефон,5,10470.38
2024-01-25,206,Часы,1,13743.48
2024-04-27,480,Ноутбук,2,39647.15
2024-03-03,667,Планшет,2,11348.34
2024-06-27,819,Часы,4,25193.26
2024-05-07,330,Телефон,2,19760.19
2024-02-01,498,Часы,1,15620.47
2024-05-27,900,Часы,2,41694.6
2023-09-06,766,Ноутбук,2,36295.0
2024-06-29,833,Телефон,3,38573.34
2024-05-07,457,Ноутбук,4,39050.34
2024-07-15,955,Планшет,2,45825.86
2023-11-12,387,Телефон,3,44154.28
2024-05-15,510,Телефон,5,4064.5
2023-12-09,211,Телефон,4,31612.84
2023-11-11,147,Ноутбук,3,24385.04
2024-02-29,208,Ноутбук,4,10718.42
2024-03-14,701,Телефон,1,45406.21
2024-01-26,931,Ноутбук,5,28201.56
2024-06-19,493,Наушники,4,29858.66
2024-05-25,231,Наушники,3,27173.97
2024-07-12,769,Часы,5,36760.69
2023-10-27,461,Часы,4,32969.89
2023-12-26,96,Телефон,2,47711.98
2024-04-22,767,Наушники,5,3154.37
2023-10-20,231,Наушники,5,20135.06
2024-02-28,904,Часы,1,43225.26
2023-11-12,250,Телефон,4,20066.58
2023-12-06,151,Телефон,1,27229.14
2023-11-19,968,Планшет,4,28668.13
2024-04-21,424,Часы,1,14346.78
2023-08-10,995,Ноутбук,3,29313.57
2023-08-13,907,Планшет,3,25741.26
2024-03-24,841,Планшет,5,34134.67
2024-01-20,935,Планшет,5,20542.02
2023-07-28,770,Телефон,1,34559.64
2023-10-18,803,Наушники,4,10898.61
2023-09-12,871,Планшет,1,44022.96
2024-07-04,625,Наушники,2,34754.9
2024-06-01,692,Планшет,3,9857.4
2024-02-03,787,Телефон,5,11602.8
2023-08-28,373,Наушники,3,30620.67
2024-04-02,106,Планшет,5,44400.28
2024-04-10,747,Ноутбук,3,37797.24
2023-12-13,749,Наушники,1,32293.88
2024-03-25,939,Часы,1,10267.44
2024-03-02,462,Ноутбук,1,49344.34
2023-10-29,381,Наушники,3,32334.54
2024-06-15,254,Наушники,5,15402.73
2023-09-24,903,Планшет,4,39431.65
2024-05-12,543,Часы,3,26252.0
2024-03-07,154,Планшет,1,41245.82
2023-09-02,191,Часы,3,5399.76
2023-10-02,908,Часы,3,28014.44
2023-09-05,168,Ноутбук,5,14712.93
2024-03-04,991,Ноутбук,5,36498.77
2023-08-20,675,Планшет,2,29860.69
2023-12-13,495,Планшет,5,2091.35
2024-06-10,981,Планшет,4,35445.16
2023-07-25,305,Часы,5,1639.33
2023-10-24,170,Планшет,3,46107.34
2024-07-20,711,Планшет,4,7505.01
2024-07-10,788,Ноутбук,4,35278.02
2024-04-16,345,Наушники,2,40208.06
2024-05-31,825,Планшет,3,20968.94
2023-09-17,529,Ноутбук,1,48147.87
2023-10-30,877,Наушники,1,32583.99
2023-10-07,914,Планшет,1,49361.95
2024-06-28,271,Планшет,5,11278.68
2023-10-31,757,Телефон,3,45525.63
2024-07-04,952,Ноутбук,2,14686.96
2024-01-19,595,Ноутбук,4,20375.35
2024-01-02,133,Планшет,2,46411.88
2024-01-01,746,Телефон,3,44419.85
2023-08-30,237,Ноутбук,1,18828.26
2024-03-08,945,Часы,4,4022.79
2024-01-26,942,Наушники,2,4983.95
2024-06-20,810,Ноутбук,2,21258.83
2023-10-21,605,Часы,3,17044.81
2024-02-24,17,Наушники,3,48063.17
2024-03-13,182,Планшет,5,20138.22
2024-03-11,909,Часы,1,32008.27
2024-01-15,656,Ноутбук,5,22353.59
2023-09-22,965,Часы,2,10632.08
2023-07-28,836,Наушники,5,39446.8
2024-07-16,95,Телефон,3,21259.7
2024-03-29,921,Телефон,3,5482.46
2024-05-13,431,Телефон,2,32543.48
2024-01-29,269,Планшет,3,47978.89
2024-05-22,132,Планшет,5,15575.85
2024-03-02,192,Наушники,2,19701.13
2024-04-15,67,Планшет,2,41709.7
2024-03-27,390,Наушники,3,1013.87
2024-03-23,303,Телефон,1,15953.55
2024-06-09,356,Наушники,1,15520.84
2024-03-01,45,Наушники,4,37846.11
2024-02-25,441,Ноутбук,4,34496.25
2024-05-17,226,Ноутбук,4,4774.49
2024-04-06,913,Ноутбук,3,13631.08
2024-01-31,660,Телефон,3,38263.16
2024-02-02,664,Телефон,3,2649.99
2023-11-28,242,Ноутбук,3,20943.8
2024-06-14,718,Телефон,1,37161.89
2024-02-12,316,Часы,3,3765.53
2024-01-23,164,Планшет,2,10906.72
2024-05-09,793,Ноутбук,3,21497.44
2024-01-23,547,Наушники,2,44259.74
2023-12-12,571,Часы,2,11576.74
2024-01-12,703,Планшет,1,14053.34
2023-08-06,266,Планшет,3,21925.65
2024-02-08,277,Телефон,3,6493.91
2024-05-05,984,Ноутбук,4,40455.64
2024-06-23,627,Часы,1,33373.69
2024-05-12,744,Ноутбук,1,26692.57
2024-04-21,751,Ноутбук,1,40463.61
2023-08-28,257,Телефон,5,6435.02
2023-10-11,776,Часы,4,46581.03
2024-03-01,699,Планшет,4,38779.96
2024-01-25,656,Ноутбук,2,6669.91
2024-03-28,571,Планшет,5,1684.29
2023-11-21,558,Часы,3,45533.68
2024-02-25,381,Наушники,2,18999.5
2024-05-22,985,Наушники,5,22445.9
2024-01-09,768,Часы,2,39056.46
2023-10-30,652,Телефон,4,9924.23
2024-03-18,31,Ноутбук,4,26354.54
2023-11-19,151,Планшет,2,46789.39
2023-09-22,610,Ноутбук,4,18225.58
2023-09-17,655,Телефон,5,40482.19
2024-06-11,58,Телефон,3,4810.67
2023-11-24,163,Телефон,1,38222.89
2023-10-19,465,Планшет,4,46677.1
2024-03-12,949,Телефон,5,44115.55
2024-01-29,616,Телефон,4,47416.9
2023-10-31,449,Часы,3,21745.68
2024-01-18,653,Часы,1,22796.73
2024-03-24,162,Наушники,3,49544.79
2024-07-16,326,Телефон,3,22997.66
2023-11-29,265,Телефон,1,24994.09
2023-07-24,448,Телефон,2,4306.45
2024-03-19,267,Наушники,2,22635.85
2024-01-24,86,Ноутбук,1,10869.41
2024-02-14,844,Наушники,2,42479.79
2023-12-04,627,Наушники,3,26486.18
2024-02-27,568,Планшет,4,37013.13
2024-02-23,525,Часы,1,10352.68
2023-08-04,506,Часы,2,36677.9
2023-07-29,56,Планшет,3,26532.34
2023-07-25,268,Планшет,5,17943.0
2024-01-19,426,Ноутбук,2,34225.46
2023-09-12,464,Ноутбук,2,41193.58
2024-01-13,511,Планшет,1,45278.33
2023-10-16,93,Телефон,4,5617.86
2024-04-19,916,Часы,2,42949.45
2023-09-07,865,Телефон,2,15942.96
2023-09-13,493,Наушники,3,37723.45
2023-08-23,2,Часы,5,47777.74
2024-06-22,973,Часы,4,7527.21
2024-02-04,839,Наушники,3,7918.69
2023-08-25,593,Ноутбук,5,42078.34
2023-10-25,629,Телефон,4,34969.65
2024-05-05,555,Телефон,2,40200.33
2024-07-06,407,Наушники,5,6235.1
2024-03-31,991,Часы,2,25114.65
2024-01-09,711,Наушники,5,34990.51
2024-01-04,230,Наушники,5,11741.58
2023-08-12,637,Наушники,3,41498.87
2023-09-21,63,Наушники,2,24137.94
2024-05-12,272,Телефон,5,29132.97
2024-06-01,416,Ноутбук,2,6420.34
2024-04-10,281,Наушники,4,18111.76
2024-07-22,457,Часы,1,18577.77
2023-11-18,621,Наушники,3,13834.03
2024-02-23,501,Телефон,2,24160.66
2024-07-07,901,Наушники,5,1782.13
2024-01-19,711,Планшет,1,4020.67
2023-10-02,501,Часы,4,8230.67
2023-10-13,114,Часы,4,40757.36
2024-01-10,782,Ноутбук,1,32741.11
2023-09-09,485,Часы,4,23560.07
2024-03-01,461,Наушники,1,49101.8
2023-11-26,930,Планшет,3,31054.91
2023-09-01,85,Ноутбук,5,48233.52
2024-01-29,686,Планшет,2,41016.79
2023-10-31,762,Планшет,3,17908.04
2024-05-23,904,Ноутбук,3,41727.88
2024-07-11,466,Наушники,5,9510.61
2023-08-04,143,Ноутбук,1,21308.89
2023-09-06,821,Планшет,5,27644.49
2023-10-29,480,Ноутбук,2,10693.92
2024-04-22,82,Часы,3,39507.28
2024-05-12,28,Наушники,4,31252.58
2024-02-07,965,Часы,4,37219.23
2023-08-07,653,Часы,2,41188.56
2024-02-19,317,Планшет,5,35080.65
